learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.35,0.855,0.9691629955947136,0.7333333333333333,0.8528213471076012,0.8528213471076012
3e-05,0.20663208886981013,0.84,0.8777777777777778,0.79,0.8395989974937343,0.8395989974937343
