learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.35,0.8833333333333333,0.9956896551724138,0.77,0.8818153167349512,0.8818153167349512
3e-05,0.35,0.8583333333333333,1.0,0.7166666666666667,0.8554319325349018,0.8554319325349019
