learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.45,0.9016666666666666,0.9762845849802372,0.8233333333333334,0.9010595571157464,0.9010595571157463
3e-05,0.7,0.9,0.96875,0.8266666666666667,0.8994593145359489,0.8994593145359489
