learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.25162027478218074,0.86,0.95,0.76,0.8585858585858586,0.8585858585858586
3e-05,0.28413880467414854,0.8433333333333334,0.9291666666666667,0.7433333333333333,0.8417508417508417,0.8417508417508417
