learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.28984804004430775,0.8566666666666667,0.8962962962962963,0.8066666666666666,0.8563074352548037,0.8563074352548036
3e-05,0.35,0.8483333333333334,0.9906103286384976,0.7033333333333334,0.845076057441031,0.845076057441031
