learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.2524578273296356,0.88,0.975,0.78,0.8787878787878788,0.8787878787878788
3e-05,0.19176061749458304,0.8966666666666666,0.9958333333333333,0.7966666666666666,0.8956228956228955,0.8956228956228957
