learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.3,0.8866666666666667,0.9754098360655737,0.7933333333333333,0.8856707317073171,0.8856707317073172
3e-05,0.5,0.87,0.9955357142857143,0.7433333333333333,0.8678802113916617,0.8678802113916617
