learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.8,0.8888888888888888,1.0,0.7909090909090909,0.8886289737771644,0.8882910841319226
3e-05,0.25,0.8816425120772947,1.0,0.7772727272727272,0.8812760802261408,0.8808618529161406
