learning_rate,best_threshold,threshold_accuracy,threshold_precision,threshold_recall,threshold_macro_f1,threshold_weighted_f1
2e-05,0.5,0.8883333333333333,0.97165991902834,0.8,0.8874551710429435,0.8874551710429434
3e-05,0.45,0.8716666666666667,0.9911894273127754,0.75,0.8697384336469574,0.8697384336469572
